,Education,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Spent,Living_With,Children,Family_Size,Is_Parent,Clusters,Total_Promos
644,2,77632,0,0,73,1200,105,758,0,42,147,1,4,2,6,2,0,1,1,0,0,0,1,68,2252,1,0,2,0,3,2
645,2,46463,1,1,56,163,2,40,8,11,11,7,3,1,6,6,0,0,0,0,0,0,0,44,235,1,2,4,1,0,0
646,1,105471,0,0,36,1009,181,104,202,21,207,0,9,8,13,3,0,0,1,1,0,0,1,45,1724,1,0,2,0,3,2
647,2,55282,1,0,9,125,6,73,8,4,19,1,3,1,6,4,0,0,0,0,0,0,0,45,235,0,1,2,1,1,0
648,2,78710,0,1,42,721,0,152,119,50,50,3,7,6,12,4,0,0,0,0,0,0,0,38,1092,1,1,3,1,0,0
649,1,66886,0,1,28,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,0,0,57,599,1,1,3,1,0,0
650,2,98777,0,0,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,0,55,2008,0,0,1,0,3,1
651,1,29103,1,0,38,16,0,17,6,3,6,2,1,0,3,9,0,0,0,0,0,0,0,30,48,1,1,3,1,2,0
652,1,67445,0,1,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,0,41,1174,1,1,3,1,0,0
653,2,50616,0,1,71,30,2,25,0,1,9,1,1,1,4,2,0,0,0,0,0,0,0,65,67,1,1,3,1,1,0
654,1,49431,0,1,9,219,3,100,26,0,17,2,7,1,5,8,0,0,0,0,0,0,0,60,365,0,1,2,1,1,0
655,1,153924,0,0,81,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,40,6,0,0,1,0,2,0
656,1,61278,0,1,87,111,3,28,2,6,15,2,3,1,4,6,0,0,0,0,0,0,0,62,165,1,1,3,1,1,0
657,0,26490,0,0,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,0,57,210,1,0,2,0,2,0
658,2,73059,0,1,36,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,0,68,1095,1,1,3,1,0,0
659,2,46734,1,2,86,100,1,39,6,1,76,4,3,2,3,6,1,0,0,0,0,0,0,49,223,0,3,4,1,0,1
660,1,56253,0,1,83,509,0,65,7,11,5,4,7,2,9,6,0,0,0,0,0,0,0,52,597,1,1,3,1,0,0
661,1,19986,1,0,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,0,30,22,1,1,3,1,2,0
662,1,58330,0,1,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,0,40,1064,0,1,2,1,0,0
663,0,25965,0,0,29,2,2,11,41,7,11,1,2,0,3,8,0,0,0,0,0,0,0,35,74,1,0,2,0,2,0
664,2,14661,0,0,88,4,1,11,6,2,2,1,1,0,3,6,0,0,0,0,0,0,0,59,26,1,0,2,0,2,0
665,1,18690,0,0,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,56,60,1,0,2,0,2,0
666,2,45068,0,1,25,14,0,3,0,0,3,1,1,0,2,7,0,0,0,0,0,0,0,41,20,1,1,3,1,1,0
667,0,21063,1,0,34,1,10,11,19,3,15,2,2,0,3,6,0,0,0,0,0,0,0,28,59,0,1,2,1,2,0
668,2,29187,1,0,43,26,0,6,0,0,2,1,1,0,3,8,0,0,0,0,0,0,0,47,34,1,1,3,1,2,0
669,0,54690,1,1,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,0,44,198,1,2,4,1,2,0
670,2,59304,0,1,81,418,61,428,80,51,10,3,7,8,10,5,0,0,0,0,0,0,0,51,1048,1,1,3,1,0,0
671,2,59247,0,2,87,327,9,122,19,14,83,5,5,2,9,6,0,0,0,0,0,0,0,53,574,0,2,3,1,0,0
672,1,66731,0,1,33,371,159,194,58,106,141,4,4,3,6,3,0,0,0,0,0,0,0,45,1029,0,1,2,1,0,0
673,1,77353,0,1,38,275,59,107,69,101,59,2,6,4,8,4,0,0,0,0,0,0,0,35,670,1,1,3,1,0,0
674,2,52614,0,1,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,0,40,990,0,1,2,1,0,0
675,1,26751,2,0,26,1,1,5,0,3,1,1,1,0,2,8,0,0,0,0,0,0,0,41,11,1,2,4,1,1,0
676,2,81300,0,1,17,1004,12,145,32,12,36,3,10,3,5,5,0,0,0,1,0,0,1,52,1241,1,1,3,1,0,1
677,1,70337,0,0,75,187,81,149,25,43,91,1,2,2,12,1,0,0,0,0,0,0,0,36,576,0,0,1,0,3,0
678,0,36145,1,0,13,56,4,76,17,1,18,4,4,1,3,9,1,0,0,0,0,0,1,30,172,1,1,3,1,2,1
679,2,65295,0,0,19,365,32,117,34,110,6,1,3,3,13,2,0,0,0,0,0,0,0,35,664,0,0,1,0,3,0
680,1,68118,0,1,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,52,928,0,1,2,1,0,0
681,1,68743,0,0,81,1132,134,384,175,134,115,1,11,5,13,7,0,0,0,0,0,0,0,48,2074,0,0,1,0,3,0
682,0,41039,0,0,32,34,11,137,179,61,45,1,8,1,5,8,0,0,0,0,0,0,0,33,467,1,0,2,0,2,0
683,1,38946,0,1,84,116,6,82,6,6,41,2,3,1,6,5,0,0,0,0,0,0,0,60,257,1,1,3,1,1,0
684,1,65777,0,0,87,565,32,435,28,32,54,1,2,8,6,1,0,0,0,0,0,0,0,48,1146,1,0,2,0,3,0
685,2,66476,0,1,99,372,18,126,47,48,78,2,5,2,11,4,0,0,0,0,0,0,0,39,689,0,1,2,1,0,0
686,2,86857,0,0,96,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,0,1,43,2114,0,0,1,0,3,0
687,2,160803,0,0,21,55,16,1622,17,3,4,15,0,28,1,0,0,0,0,0,0,0,0,33,1717,1,0,2,0,3,0
688,2,77845,0,0,40,760,40,480,0,40,26,1,3,5,12,1,0,0,1,1,0,0,0,26,1346,1,0,2,0,3,2
689,2,69476,0,0,3,260,86,559,63,9,67,1,4,6,4,2,0,0,0,0,0,0,0,46,1044,1,0,2,0,3,0
690,2,50611,0,1,98,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,0,1,55,493,0,1,2,1,0,1
691,1,61209,0,0,73,466,0,224,119,49,99,1,5,3,4,2,0,0,0,0,0,0,0,45,957,0,0,1,0,3,0
692,2,42315,0,1,90,67,15,80,17,11,80,3,1,4,4,3,0,0,0,0,0,0,0,57,270,1,1,3,1,1,0
693,0,13084,0,0,29,2,0,7,3,7,10,1,1,0,3,6,0,0,0,0,0,0,0,63,29,1,0,2,0,2,0
694,2,47570,1,1,3,67,1,20,0,2,31,3,2,2,2,7,0,0,0,0,0,0,1,66,121,0,2,3,1,1,0
695,2,61923,0,2,94,92,4,18,3,3,6,1,2,1,4,3,0,0,0,0,0,0,0,54,126,1,2,4,1,1,0
696,1,34824,0,0,65,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,0,0,20,23,0,0,1,0,2,0
697,2,26518,1,1,33,20,1,28,3,3,2,3,2,0,3,8,0,0,0,0,0,0,1,66,57,0,2,3,1,1,0
698,1,45938,0,0,46,273,11,178,62,83,29,2,8,4,6,6,0,0,0,0,0,0,0,54,636,0,0,1,0,2,0
699,1,78468,0,0,29,434,22,388,104,22,34,1,10,7,10,4,0,0,0,1,0,0,0,55,1004,1,0,2,0,3,1
700,1,78901,0,1,99,321,11,309,33,26,34,3,9,3,5,4,0,0,0,0,0,0,0,42,734,0,1,2,1,0,0
701,1,71427,2,0,26,212,123,177,15,64,23,2,8,2,8,4,0,0,0,0,0,0,0,37,614,1,2,4,1,2,0
702,1,71022,0,1,30,909,12,278,0,12,242,3,5,2,11,8,1,0,0,0,0,0,0,37,1453,0,1,2,1,0,1
703,2,90247,0,0,27,1184,32,352,21,16,16,1,3,4,7,1,0,1,1,1,0,0,1,27,1621,0,0,1,0,3,3
704,2,41335,1,0,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,0,47,187,0,1,2,1,1,0
705,1,71952,1,0,93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,0,29,1443,1,1,3,1,0,2
706,2,35682,1,0,34,23,0,8,6,2,18,1,1,1,3,2,0,0,0,0,0,0,0,45,57,0,1,2,1,2,0
707,1,43185,0,1,88,537,6,42,16,6,30,2,9,3,6,8,0,0,0,0,0,0,0,64,637,0,1,2,1,0,0
708,2,66375,0,1,96,712,0,45,0,0,191,3,2,4,5,7,1,0,0,0,0,0,0,67,948,1,1,3,1,0,1
709,2,35178,1,0,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,1,44,59,1,1,3,1,2,1
710,1,25252,1,0,26,1,3,4,2,2,6,1,1,0,2,8,0,0,0,0,0,0,0,29,18,1,1,3,1,2,0
711,2,55250,0,1,49,664,58,83,32,0,66,4,7,5,10,5,0,0,0,0,0,0,0,50,903,0,1,2,1,0,0
712,1,33249,1,0,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,0,40,112,0,1,2,1,2,0
713,1,58398,0,0,44,299,5,201,21,21,49,3,5,4,8,4,0,0,0,0,0,0,0,62,596,1,0,2,0,2,0
714,1,50272,1,0,75,99,13,66,43,8,4,3,4,1,5,7,0,0,0,0,0,0,0,33,233,1,1,3,1,2,0
715,2,76618,0,0,64,749,40,294,121,160,147,1,3,2,5,1,0,0,0,0,0,0,0,40,1511,1,0,2,0,3,0
716,0,87305,0,0,19,345,25,501,63,138,80,1,5,3,8,2,0,0,1,0,0,0,1,55,1152,0,0,1,0,3,1
717,1,25851,1,0,45,9,4,18,7,5,5,2,2,0,3,7,0,0,0,0,0,0,0,37,48,1,1,3,1,2,0
718,1,58710,0,1,77,440,81,368,0,122,174,6,11,5,9,6,0,0,0,0,0,0,0,45,1185,0,1,2,1,0,0
719,1,45160,1,1,9,8,2,5,3,0,3,1,1,0,2,7,0,0,0,0,0,0,0,57,21,0,2,3,1,1,0
720,2,74806,0,1,1,670,9,249,0,28,9,2,5,4,5,4,0,0,0,0,0,0,0,50,965,1,1,3,1,0,0
721,1,59111,0,0,90,524,0,134,28,28,155,1,11,1,8,7,0,0,0,0,0,0,0,61,869,1,0,2,0,3,0
722,2,18988,1,0,43,6,0,6,2,1,1,2,1,0,3,7,0,0,0,0,0,0,0,31,16,1,1,3,1,2,0
723,1,72190,0,0,79,597,166,597,172,166,249,1,5,6,4,3,0,0,0,0,0,0,0,50,1947,1,0,2,0,3,0
724,1,7500,1,0,19,7,0,12,13,7,32,5,4,1,2,9,1,0,0,0,0,0,1,39,71,1,1,3,1,2,1
725,1,44794,0,1,99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,0,49,65,1,1,3,1,1,0
726,1,80395,0,0,62,445,25,706,80,76,48,1,6,5,12,2,0,0,0,1,0,0,0,60,1380,1,0,2,0,3,1
727,2,75012,0,0,41,294,142,218,164,58,151,1,3,8,11,1,0,0,0,0,0,0,0,39,1027,0,0,1,0,3,0
728,2,56962,2,1,60,292,3,77,10,3,26,7,6,3,5,7,0,0,0,0,0,0,0,50,411,1,3,5,1,0,0
729,1,89891,0,0,17,412,22,132,59,28,183,1,11,6,8,4,0,0,1,0,0,0,0,24,836,1,0,2,0,3,1
730,2,35946,1,1,24,8,0,3,0,0,0,1,0,0,3,5,0,0,0,0,0,0,0,66,11,0,2,3,1,1,0
731,2,53593,1,1,60,349,4,78,6,0,43,8,7,2,6,8,0,0,0,0,0,0,0,62,480,1,2,4,1,0,0
732,1,66373,1,1,57,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,0,37,606,1,2,4,1,0,0
733,2,45072,1,2,74,144,2,99,7,2,30,5,6,1,4,8,0,0,0,0,0,0,0,67,284,0,3,4,1,0,0
734,1,89694,1,1,22,1126,28,211,37,28,42,3,4,3,4,5,0,1,1,1,0,0,0,42,1472,0,2,3,1,0,3
735,1,72025,0,0,46,967,0,617,43,50,0,1,4,8,13,2,0,1,1,1,0,0,1,66,1677,1,0,2,0,3,3
736,1,67432,0,1,69,432,79,341,177,136,170,2,8,5,4,4,0,0,0,0,0,0,0,42,1335,1,1,3,1,0,0
737,2,70545,0,1,29,138,39,63,55,18,21,1,4,1,7,2,0,0,0,0,0,0,0,63,334,1,1,3,1,0,0
738,0,17487,1,0,37,0,0,1,7,4,6,1,1,0,2,7,0,0,0,0,0,0,0,26,18,1,1,3,1,2,0
739,1,62882,0,1,26,509,133,497,78,24,97,2,7,5,6,4,0,0,0,0,0,0,0,46,1338,1,1,3,1,0,0
740,2,64108,0,1,8,948,10,86,13,21,21,4,6,9,11,5,0,0,0,0,0,0,0,62,1099,0,1,2,1,0,0
741,2,34941,1,1,26,39,2,25,4,3,24,2,3,0,3,8,0,0,0,0,0,0,0,59,97,1,2,4,1,1,0
742,2,48767,1,2,79,28,1,21,3,0,10,3,2,1,3,5,0,0,0,0,0,0,0,65,63,0,3,4,1,1,0
743,0,38702,1,0,71,13,11,24,13,8,40,2,3,0,4,6,0,0,0,0,0,0,0,37,109,1,1,3,1,2,0
744,1,82224,0,0,83,307,26,360,138,31,40,1,6,9,5,3,0,0,0,1,0,0,0,51,902,1,0,2,0,3,1
745,1,83844,0,0,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,0,63,1574,1,0,2,0,3,1
746,0,17003,1,0,37,2,5,12,4,8,7,3,2,0,4,5,0,0,0,0,0,0,0,40,38,1,1,3,1,2,0
747,1,71163,0,0,30,283,17,372,138,106,44,1,3,8,12,1,0,0,0,0,0,0,0,20,960,0,0,1,0,3,0
748,1,33697,1,0,34,4,3,7,0,3,11,1,1,0,2,7,1,0,0,0,0,0,0,45,28,0,1,2,1,2,1
749,0,63564,0,0,0,769,80,252,15,34,65,1,10,10,7,6,1,0,0,0,0,0,1,61,1215,1,0,2,0,3,1
750,2,83443,0,0,89,518,42,742,55,56,84,1,6,10,5,2,0,0,0,0,0,0,0,43,1497,1,0,2,0,3,0
751,2,51518,0,1,92,350,8,66,17,4,4,2,3,2,10,3,0,0,0,0,0,0,0,57,449,1,1,3,1,0,0
752,1,58330,0,1,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,0,40,1064,0,1,2,1,0,0
753,1,80952,0,0,20,778,178,689,41,27,44,1,8,5,11,8,0,1,1,1,0,0,1,46,1757,1,0,2,0,3,3
754,1,75507,0,0,56,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,0,36,1440,1,0,2,0,3,0
755,0,63855,0,0,28,359,35,314,93,116,89,1,7,3,13,4,0,0,0,0,0,0,0,37,1006,1,0,2,0,3,0
756,2,62220,0,1,55,799,12,375,16,12,12,5,7,6,5,6,0,0,0,0,0,0,1,43,1226,1,1,3,1,0,0
757,1,58512,0,1,25,895,10,101,13,0,152,5,3,4,8,8,0,0,0,0,0,0,0,51,1171,1,1,3,1,0,0
758,2,40662,1,0,0,40,2,23,0,4,23,2,2,1,3,4,0,0,0,0,0,0,0,36,92,1,1,3,1,2,0
759,2,38829,0,1,86,76,0,7,0,0,16,1,3,2,2,5,0,0,0,0,0,0,0,56,99,1,1,3,1,1,0
760,0,35523,1,0,8,11,5,22,12,5,11,2,3,0,3,7,0,0,0,0,0,0,0,34,66,1,1,3,1,2,0
761,1,79146,1,1,33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,0,48,564,0,2,3,1,0,0
762,2,78285,0,0,13,647,107,391,175,67,40,1,6,4,10,3,0,0,0,0,0,0,0,27,1427,1,0,2,0,3,0
763,2,31626,1,0,12,39,1,9,2,1,34,1,2,1,2,7,1,0,0,0,0,0,1,37,86,0,1,2,1,2,1
764,1,75127,0,0,92,203,35,305,46,17,227,1,2,11,5,1,0,0,0,0,0,0,0,63,833,0,0,1,0,3,0
765,1,48726,0,1,90,138,3,38,4,0,59,3,3,2,4,6,0,0,0,0,0,0,0,60,242,1,1,3,1,1,0
766,1,74985,0,0,8,587,51,898,247,0,86,1,3,6,7,2,0,0,0,0,0,0,0,38,1869,1,0,2,0,3,0
767,1,67430,0,0,6,595,97,291,127,133,121,1,11,5,12,6,0,0,0,0,0,0,0,28,1364,1,0,2,0,3,0
768,0,46891,0,1,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,0,50,183,1,1,3,1,2,0
769,2,62058,0,1,52,301,7,74,10,0,58,4,6,1,7,6,0,0,0,0,0,0,0,59,450,1,1,3,1,0,0
770,1,72063,0,1,3,180,32,348,76,32,90,2,5,2,12,2,0,0,0,0,0,0,0,36,758,1,1,3,1,0,0
771,2,78939,0,0,57,794,115,243,150,0,205,1,8,5,6,3,0,0,0,0,0,0,0,64,1507,1,0,2,0,3,0
772,1,42720,1,1,9,392,5,91,28,26,112,8,7,3,7,8,0,0,0,0,0,0,1,50,654,0,2,3,1,0,0
773,1,33622,1,1,22,39,1,22,3,4,12,3,2,0,4,7,0,0,0,0,0,0,0,43,81,1,2,4,1,1,0
774,2,6835,0,1,76,107,2,12,2,2,12,0,0,0,1,20,0,0,0,0,0,0,0,58,137,1,1,3,1,1,0
775,1,41452,1,1,86,13,0,3,0,0,0,1,1,0,2,7,0,0,0,0,0,0,0,62,16,1,2,4,1,1,0
776,2,40760,0,1,64,70,0,17,0,0,6,2,2,1,3,6,0,0,0,0,0,0,0,50,93,0,1,2,1,1,0
777,2,74250,0,0,90,680,11,392,75,0,0,1,2,11,4,1,0,0,0,0,0,0,0,57,1158,1,0,2,0,3,0
778,2,51124,1,1,79,26,1,11,0,1,4,2,1,0,3,3,0,0,0,0,0,0,0,60,43,0,2,3,1,1,0
779,1,72258,0,1,28,522,0,522,227,120,134,2,6,9,5,2,0,0,0,0,0,0,0,44,1525,0,1,2,1,0,0
780,2,71466,0,0,86,412,12,546,78,182,0,1,4,4,10,1,0,0,0,0,0,0,0,41,1230,0,0,1,0,3,0
781,1,36283,1,1,42,6,5,5,8,0,5,2,1,0,3,4,0,0,0,0,0,0,0,39,29,1,2,4,1,1,0
782,1,20587,1,0,39,2,3,6,4,1,9,1,1,1,2,7,0,0,0,0,0,0,0,45,25,0,1,2,1,2,0
783,1,30467,1,0,8,1,3,8,2,5,5,1,1,0,2,7,0,0,0,0,0,0,0,43,24,1,1,3,1,2,0
784,1,31590,1,0,40,6,2,15,6,6,3,1,1,0,3,8,0,0,0,0,0,0,0,43,38,1,1,3,1,2,0
785,0,20425,1,0,5,4,12,5,3,16,17,2,2,0,3,7,0,0,0,0,0,0,0,29,57,1,1,3,1,2,0
786,2,17144,1,1,96,18,2,19,0,2,6,5,3,0,4,7,0,0,0,0,0,0,0,55,47,1,2,4,1,1,0
787,2,42564,0,1,28,324,48,186,39,18,198,6,6,8,4,7,1,0,0,0,0,0,1,47,813,0,1,2,1,0,1
788,2,43783,1,0,22,327,9,125,25,4,139,6,7,1,8,7,1,0,0,0,0,0,0,37,629,1,1,3,1,0,1
789,1,40780,0,1,30,229,27,71,13,3,34,4,7,1,5,9,0,0,0,0,0,0,0,39,377,0,1,2,1,1,0
790,2,62847,0,0,45,521,168,706,80,76,61,1,3,6,4,2,0,0,0,0,0,0,0,70,1612,1,0,2,0,3,0
791,2,82017,0,0,58,184,23,446,30,23,23,1,5,4,7,2,0,1,1,1,0,0,1,58,729,1,0,2,0,3,3
792,1,16813,0,0,49,4,8,11,12,2,13,1,2,0,3,7,1,0,0,0,0,0,0,65,50,0,0,1,0,2,1
793,1,51267,1,1,37,183,2,64,7,2,12,4,3,3,5,4,0,0,0,0,0,0,0,37,270,1,2,4,1,0,0
794,1,46524,0,1,70,31,19,35,26,14,52,2,1,1,5,3,0,0,0,0,0,0,0,54,177,0,1,2,1,1,0
795,2,45183,0,0,33,219,3,60,12,9,12,1,4,1,7,7,0,1,0,0,0,0,0,53,315,0,0,1,0,2,1
796,2,70421,0,1,98,479,28,136,75,14,35,3,10,3,7,6,0,0,0,0,0,0,0,61,767,1,1,3,1,0,0
797,0,60161,0,1,17,584,44,212,46,8,177,3,11,4,8,8,0,0,0,0,0,0,0,50,1071,0,1,2,1,0,0
798,1,73926,0,0,54,627,91,597,159,91,15,1,6,5,12,3,0,0,0,0,0,0,0,42,1580,1,0,2,0,3,0
799,1,19329,1,0,39,24,1,16,12,2,5,3,4,0,3,8,0,0,0,0,0,0,0,47,60,1,1,3,1,2,0
800,2,61872,0,1,81,330,5,159,36,27,16,4,4,4,9,4,0,0,0,0,0,0,0,45,573,1,1,3,1,0,0
801,1,46984,1,1,71,19,1,10,2,1,8,1,1,0,3,5,0,0,0,0,0,0,0,59,41,0,2,3,1,1,0
802,1,34838,1,1,62,28,23,29,29,14,47,3,2,1,4,6,0,0,0,0,0,0,0,64,170,1,2,4,1,1,0
803,2,82716,0,0,8,606,148,228,15,148,22,1,6,8,13,2,0,0,0,0,0,0,0,71,1167,0,0,1,0,3,0
804,1,48192,0,0,76,1039,43,204,153,58,29,3,2,8,12,8,0,1,0,1,1,0,1,57,1526,1,0,2,0,3,3
805,2,49681,0,2,66,411,0,26,0,0,21,6,7,1,7,7,0,0,0,0,0,0,0,39,458,1,2,4,1,0,0
806,2,56850,0,1,83,34,1,19,2,7,0,1,1,1,3,2,0,0,0,0,0,0,0,44,63,1,1,3,1,1,0
807,1,55267,0,1,28,161,28,136,32,3,45,4,3,4,6,3,0,0,0,0,0,0,0,58,405,1,1,3,1,0,0
808,1,59666,1,1,87,623,53,178,23,17,133,7,3,2,8,8,0,1,0,0,0,0,0,43,1027,1,2,4,1,0,1
809,1,72504,0,1,43,604,26,470,123,161,94,2,5,9,6,2,0,0,0,0,0,0,0,43,1478,0,1,2,1,0,0
810,1,26872,0,0,0,3,10,8,3,16,32,1,1,1,2,6,0,0,0,0,0,0,0,34,72,1,0,2,0,2,0
811,1,21359,1,0,1,12,2,17,6,1,10,2,2,0,3,8,0,0,0,0,0,0,1,43,48,0,1,2,1,2,0
812,1,73170,0,0,1,184,174,256,50,30,32,1,5,4,6,2,0,0,0,0,0,0,0,40,726,0,0,1,0,3,0
813,2,52750,0,1,72,393,0,239,90,69,69,6,5,7,9,4,0,0,0,0,0,0,0,60,860,1,1,3,1,0,0
814,2,91820,0,0,72,410,73,747,76,161,30,0,5,5,12,1,0,0,0,0,0,0,0,29,1497,1,0,2,0,3,0
815,2,65968,0,1,12,376,9,83,19,4,4,2,5,4,7,3,0,0,0,0,0,0,0,45,495,1,1,3,1,0,0
816,1,30772,1,1,89,7,2,4,2,1,4,1,1,0,2,6,0,0,0,0,0,0,0,39,20,1,2,4,1,1,0
817,1,22507,0,0,67,68,0,226,51,157,68,3,10,2,4,9,0,0,0,0,0,0,0,61,570,0,0,1,0,2,0
818,1,65685,0,1,54,642,14,49,0,7,57,1,9,2,9,5,0,0,0,0,0,0,0,43,769,1,1,3,1,0,0
819,0,25804,1,0,34,8,7,9,13,6,12,2,2,0,3,8,0,0,0,0,0,0,0,37,55,1,1,3,1,2,0
820,2,76412,0,0,15,840,53,804,23,71,17,1,5,4,8,3,0,0,1,1,0,0,1,35,1808,0,0,1,0,3,2
821,1,22063,1,0,43,7,10,13,3,11,11,2,2,0,3,7,0,0,0,0,0,0,0,43,55,1,1,3,1,2,0
822,1,57091,0,0,0,464,5,64,7,0,37,1,7,3,7,5,0,0,0,0,1,0,1,54,577,0,0,1,0,2,1
823,1,22419,0,0,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,0,52,162,1,0,2,0,2,0
824,1,87771,0,1,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,0,1,56,1957,1,1,3,1,0,4
825,0,78353,0,1,51,752,122,476,39,153,34,1,10,2,11,8,0,0,0,0,0,0,0,56,1576,0,1,2,1,0,0
826,1,93404,1,2,97,1279,15,287,20,0,15,3,3,4,7,5,0,1,1,0,0,0,0,61,1616,1,3,5,1,0,2
827,1,37859,1,2,75,22,1,8,2,1,2,2,1,0,3,8,0,0,0,0,0,0,0,53,36,0,3,4,1,1,0
828,2,80995,0,1,83,860,28,409,73,56,56,1,8,9,4,4,0,0,0,0,0,0,0,57,1482,0,1,2,1,0,0
829,1,16529,1,0,23,3,0,5,13,0,1,1,1,0,3,6,0,0,0,0,0,0,0,31,22,1,1,3,1,2,0
830,2,55412,1,1,65,10,5,28,11,1,8,1,2,0,3,5,0,0,0,0,0,0,0,39,63,0,2,3,1,1,0
831,1,48789,0,0,94,351,16,156,7,5,145,1,6,4,7,6,0,0,0,0,0,0,0,23,680,0,0,1,0,2,0
832,2,56575,0,2,42,421,5,90,0,16,10,3,7,3,7,5,0,0,0,0,0,0,0,48,542,1,2,4,1,0,0
833,0,25130,1,0,10,2,5,7,0,18,18,2,2,0,3,7,0,0,0,0,0,0,0,35,50,1,1,3,1,2,0
834,1,35441,1,1,94,25,1,9,2,1,1,2,1,0,3,8,0,0,0,0,0,0,0,48,39,1,2,4,1,1,0
835,1,71391,0,1,50,336,123,274,46,123,141,5,6,5,12,3,0,0,0,0,0,0,0,59,1043,1,1,3,1,0,0
836,2,49494,1,0,46,191,9,97,0,6,82,2,6,1,5,7,0,0,0,0,0,0,0,43,385,0,1,2,1,1,0
837,1,81702,0,0,98,563,50,774,28,31,187,1,7,7,12,3,0,0,0,0,0,0,0,35,1633,0,0,1,0,3,0
838,0,45889,0,1,42,31,0,6,0,1,8,1,1,0,3,6,0,0,0,0,0,0,0,35,46,0,1,2,1,2,0
839,1,56628,0,1,30,479,5,82,7,17,171,2,7,6,5,5,1,0,0,0,0,0,0,38,761,0,1,2,1,0,1
840,1,34026,1,1,11,18,6,15,12,8,17,3,2,1,3,5,0,0,0,0,0,0,0,65,76,1,2,4,1,1,0
841,1,40049,0,1,61,91,65,52,10,44,28,3,3,2,6,5,0,0,0,0,0,0,0,41,290,1,1,3,1,0,0
842,1,34176,1,0,12,5,7,24,19,14,20,4,3,0,4,6,0,0,0,0,0,0,0,27,89,0,1,2,1,2,0
843,1,19419,1,0,76,2,14,28,16,3,7,4,4,0,3,9,0,0,0,0,0,0,0,34,70,1,1,3,1,2,0
844,0,82504,0,0,2,362,50,431,134,35,54,1,3,6,7,1,0,0,0,0,0,0,0,55,1066,1,0,2,0,3,0
845,1,81205,0,0,43,724,74,929,97,55,130,1,5,6,7,2,1,0,1,0,1,0,1,45,2009,1,0,2,0,3,3
846,0,61618,0,0,27,605,91,399,0,45,205,2,3,6,8,3,0,0,0,0,0,0,0,24,1345,0,0,1,0,3,0
847,2,55284,0,1,60,547,7,140,0,7,63,3,7,5,8,5,0,0,0,0,0,0,0,59,764,0,1,2,1,0,0
848,1,49980,0,1,79,104,1,54,13,9,14,2,3,1,5,5,0,0,0,0,0,0,0,52,195,0,1,2,1,1,0
849,1,15072,2,0,96,8,2,15,0,10,18,4,3,1,3,5,0,0,0,0,0,0,0,35,53,1,2,4,1,1,0
850,1,49166,0,1,17,224,2,25,7,0,110,2,5,3,3,6,0,0,0,0,0,0,0,41,368,0,1,2,1,1,0
851,2,65324,0,1,0,384,0,102,21,32,5,3,6,2,9,4,0,0,0,0,0,0,0,61,544,1,1,3,1,0,0
852,0,82347,0,0,38,556,54,845,202,133,63,1,7,7,10,3,1,0,0,1,0,0,0,58,1853,1,0,2,0,3,2
853,2,30843,1,1,43,24,0,2,0,0,9,2,1,1,2,5,1,0,0,0,0,0,0,49,35,1,2,4,1,1,1
